,sent_id,text,Source,Target,Polar_expression,Polarity,Target_matching
605,1417496:5,Beautiful experience.,,experience.,Beautiful,Positive,False
606,1430994:0,The view is breathtaking the service is top notch... the ambiance is wonderfull.,,The view,breathtaking,Positive,True
607,1430994:0,The view is breathtaking the service is top notch... the ambiance is wonderfull.,,the ambiance,wonderfull.,Positive,True
608,1430994:1,The staff offers impeccable service.,,,offers,Positive,False
609,1430994:2,I had Lobster Bisque it has 2 oz. of Maine Lobster in it.,,,,,False
610,1430994:3,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,,the award,go to the Lobster Bisque.,Positive,False
611,1430994:3,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,,it,good,Positive,False
612,1430994:4,I had Filet Mignon with garlic mash.,,,,,False
613,1430994:5,It was divine melts in your mouth.,,It,melts,Positive,False
614,1430994:6,My boyfriend had Prime Rib it was good .,,it,good,Positive,False
615,1430994:7,We didn't want a bottle of bubbly on a weekday so we each got little bottles of Korbett it was just enough.,,,,,False
616,1430994:8,We had Lava Cake... we ordered when our food came it takes at least a 1/2 to make it.,,,,,False
617,1430994:9,It's cuz it's so good you need to taste it!!!,,,,,False
618,1430994:10,All in all we're already coming up with excuses to go ahead really soon in the next few wks!!!!,,,already coming up,Positive,False
619,1431154:0,My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,,,,,False
620,1431154:1,If you like spicy food get the chicken vindaloo.,,,spicy,Positive,False
621,1431154:2,It's very spicy but not offensive.,,It's,very spicy,Negative,False
622,1431154:2,It's very spicy but not offensive.,,,not offensive.,Negative,False
623,1431154:3,We will definitely go back.,We,,will definitely go back.,Positive,False
624,1432551:0,Go to Volare for 1st class service and terrific food.,,,,,False
625,1432551:1,The portions are large and the servers always surprise us with a different starter.,,The portions,large,Positive,True
626,1432551:1,The portions are large and the servers always surprise us with a different starter.,,the servers,with a different starter.,Positive,True
627,1432551:1,The portions are large and the servers always surprise us with a different starter.,,the servers,surprise,Positive,True
628,1432551:2,The wine list is excellent.,,The,excellent.,Positive,False
629,1439875:0,The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.,,The food,amazing...,Positive,True
630,1439875:1,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",,The place,"feel a little crowded,",Negative,True
631,1439875:1,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",,The place,intimate,Positive,True
632,1439875:1,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",,The place,small,Negative,True
633,1439875:1,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",,the service,excellent,Positive,True
634,1439875:1,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",,,great,Positive,False
635,1439875:2,People dress in suits or evening gowns as well as shirts jeans.,,,,,False
636,1439875:3,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,,,cater,Positive,False
637,1439875:3,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,,The food,pricey,Positive,True
638,1439875:3,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,,food,greatest,Positive,True
639,1439875:3,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,,food,good,Positive,True
640,1439875:3,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,,price,good,Positive,False
641,1439875:4,"Recommendations, of course, are required!",,,,,False
642,1439875:5,Please be aware that it's CASH or AMEX only!,,,,,False
643,1448587:0,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",,the food,"decent, not great.",Negative,True
644,1448587:1,The menu is very limited - i think we counted 4 or 5 entrees.,,The menu,very limited,Positive,True
645,1448587:2,"We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.",,,,,False
646,1448587:3,"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",,The decor,very diner-ish,Positive,True
647,1448587:4,Problem is nothing at Prune is particularly memorable.,,nothing at Prune,particularly memorable.,Positive,True
648,1448587:5,No plans to return anytime soon.,,,No,Negative,False
649,1451107:0,This place is so much fun.,,This place,much fun.,Positive,True
650,1451107:1,Our family never expected such incredible entertainment in a restaurant.,,entertainment,never expected,Negative,False
651,1451107:1,Our family never expected such incredible entertainment in a restaurant.,,entertainment,incredible,Positive,False
652,1451107:2,This place must have cost the owners afortune to build.,,,,,False
653,1451107:3,I think the stuff was better than Disney.,I,the stuff,better than Disney.,Positive,False
654,1451107:4,Our food was great too!,,Our food,great too!,Positive,True
655,1451107:5,And really large portions.,,portions.,really large,Positive,True
656,1451107:6,The staff was the friendliest that have seen in New York.,,,,,False
657,1451107:7,We will go back every time we are in the City.,We,,will go back,Positive,False
658,1451109:0,If you want something really different than try Jekyll and Hyde.,,,,,False
659,1451109:1,It is a lot of fun with live entertainment and all kinds of Disney type special effects.,,,a lot of fun,Positive,False
660,1451109:2,The food was pretty tradional but it was hot and good with large portions.,,portions.,large,Positive,True
661,1451109:2,The food was pretty tradional but it was hot and good with large portions.,,it,good,Positive,False
662,1451109:2,The food was pretty tradional but it was hot and good with large portions.,,The food,pretty tradional,Positive,True
663,1451109:2,The food was pretty tradional but it was hot and good with large portions.,,it,hot,Positive,False
664,1451109:3,I highly recommend it.,I,it.,recommend,Positive,False
665,1451109:4,I am going to the mid town location next.,,location,mid,Positive,False
666,1451109:4,I am going to the mid town location next.,,location,the mid town,Positive,False
667,1457607:0,The place is a lot of fun.,,The place,a lot of fun.,Negative,True
668,1457607:1,My six year old loved it.,,,,,False
669,1457607:2,The characters really make for an enjoyable experience.,,,,,False
670,1457607:3,"The food however, is what one might expect.",,The food,what one might expect.,Positive,True
671,1457607:4,It is very overpriced and not very tasty.,,It,very overpriced,Negative,False
672,1457607:4,It is very overpriced and not very tasty.,,It,not very tasty.,Negative,False
673,1457607:5,"However, I think Jeckll and Hydes t is one of those places that is fun to do once.",,,,,False
674,1457607:6,We had a good time.,,,,,False
675,1459569:0,Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,,,,,False
676,1459569:1,Service was slow had to wait to order and get food although not crowded.,,Service,had to wait to order,Negative,True
677,1459569:2,Drinks way over priced.,,Drinks,priced.,Positive,True
678,1459569:3,Food was good not great not worth the wait or another visit,,the wait,worth,Negative,False
679,1460715:0,Great pizza for lunch place.,,pizza for lunch place.,Great,Positive,True
680,1460715:1,Service was quick.,,Service,quick.,Positive,True
681,1460715:2,The pizza was great.,,The pizza,great.,Positive,True
682,1460715:3,And it was quick which is very important.,,it,quick,Positive,False
683,1460715:3,And it was quick which is very important.,,it,very important.,Positive,False
684,1460715:4,Have the iced tea.,,,,,False
685,1460715:5,It was wonderful.,,,wonderful.,Positive,False
686,1470286:0,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",,,,,False
687,1470286:1,Delivery is fast too.,,Delivery,fast too.,Positive,True
688,1470286:2,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",,"service,",Great,Positive,True
689,1470286:2,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",,sushi.,Excellent,Positive,True
690,1470286:2,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",,"service,",friendly,Positive,True
691,1470286:3,A little overpriced but worth it once you take a bite.,,,A little overpriced,Negative,False
692,1470286:3,A little overpriced but worth it once you take a bite.,,,worth,Negative,False
693,1470334:0,"Growing up in NY, I have eaten my share of bagels.",,,,,False
694,1470334:1,Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,,bagel,far the best,Positive,True
695,1470334:2,"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.",,,,,False
696,1470334:3,They have a huge selection of different cream cheeses and all of their salads are great.,,,,,False
697,1470334:4,The lox is always fresh too.,,The lox,always fresh too.,Positive,True
698,1470334:5,Highly recommended to all!,,,recommended,Positive,False
699,1471273:0,I have to agree with the previous reviewer.,,,,,False
700,1471273:1,I don't get it either.,,,,,False
701,1471273:2,Not impressed with the food.,,the food.,Not impressed,Negative,True
702,1471273:3,Prices too high for this cramped and unappealing resturant.,,Prices,unappealing resturant.,Negative,False
703,1471273:4,Zero ambiance to boot.,,,,,False
704,1476493:0,I thought this place was totally overrated.,,this place,totally overrated.,Positive,True
705,1476493:1,Everything we had was good or ok....but definitely nothing great.,,,,,False
706,1476493:2,"The ambience was nice, but service wasn't so great.",,The ambience,"nice,",Positive,True
707,1476493:2,"The ambience was nice, but service wasn't so great.",,service,wasn't so great.,Negative,True
708,1476493:3,"When you add it all together, it just doesn't seem worth it to me...especially considering the prices.",,,,,False
709,1477631:0,This is the BEST Shabu-Shabu Restaurant in the Try-State Area.,,Shabu-Shabu Restaurant,the BEST,Positive,True
710,1477631:1,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,,,Japan.,Positive,False
711,1477631:1,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,,the feel of the restaurant,like being back,Positive,True
712,1477631:2,Thius is a must for anyone who loves Shabu-Shabu.,,,,,False
713,1486041:0,"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.",,,feels like a Sushi establishment,Negative,False
714,1486041:0,"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.",,The atmosphere,"nothing special,",Negative,True
715,1486041:1,The owner and staff are all Japanese as well and that adds to the entire ambiance.,,,,,False
716,1486041:2,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",,everything prepared,"done to perfection, ultra fresh",Positive,False
717,1486041:2,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",,,a work of food art.,Positive,False
718,1486041:3,I must give it Yon out of Yon stars!,,,,,False
719,1486041:4,Taxan delicious!,,,,,False
720,1486041:5,Arigato Gozimas Yuka!,,,,,False
721,1490757:0,"This restaurant was recommended by a local...as a matter of fact, he made the reservation for us and said we would not be disappointed!",we,,would not be disappointed!,Negative,False
722,1490757:0,"This restaurant was recommended by a local...as a matter of fact, he made the reservation for us and said we would not be disappointed!",,This restaurant,"recommended by a local...as a matter of fact,",Positive,False
723,1490757:1,We weren't!,We,,weren't!,Positive,False
724,1490757:2,The prices were CHEAP compared to the quality of service and food.,,,compared,Positive,False
725,1490757:3,"We liked it so much, that we will always make it a point to dine here when we visit New York.",,,,,False
726,1496205:0,Went there for an office lunch.,,,,,False
727,1496205:1,The location and ambience is Ok but the food is what makes up for it.,,The location,Ok,Positive,True
728,1496205:1,The location and ambience is Ok but the food is what makes up for it.,,ambience,Ok,Positive,True
729,1496205:2,There is a lot of variety even for people who eat vegetarian like me.,,a lot of variety,There is,Positive,False
730,1496205:3,Try green curry with vegetables.,,,,,False
731,1496205:4,"The quantity is also very good, you will come out satisfied.",,The quantity,"very good, you will come out satisfied.",Positive,False
732,1496205:5,"The service is ok, some of the people didn't get what they asked for.",,,,,False
733,1496707:0,I was there on sat. for my birthday and we had an excellent time.,,,,,False
734,1496707:1,I had the best ravioli ever.,I,ravioli,best,Positive,True
735,1496707:2,The wine the service was very good too.,,,,,False
736,1496707:3,Moderate prices.,,,,,False
737,1496707:4,A little noise but I think that was because of our party!,,,A little noise,Negative,False
738,1500453:0,Molto bene!,,,,,False
739,1500453:1,This quaint and romantic trattoria is at the top of my Manhattan restaurant list.,,,,,False
740,1500453:2,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",,The food,delicious,Positive,True
741,1500453:2,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",,the dishes,never a disappointment.,Negative,True
742,1500453:3,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.",,,,,False
743,1500453:4,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",,,,,False
744,1500453:5,A guaranteeed delight!,,,,,False
745,1506491:0,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",,,,,False
746,1506491:1,"If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.",,everything,just delicious.,Positive,False
747,1506491:2,Check out the secret back room.,,Check out the secret,back room.,Positive,False
748,1506491:3,Old school meets New world.,,,,,False
749,1506491:4,I pray it stays open forever.,,,,,False
750,1506491:5,Thank You Emilio.,,,,,False
751,1506491:6,Ciao Bella,,,,,False
752,1538149:0,"I found the food, service and value exceptional everytime I have been there.",,,,,False
753,1538149:1,The food was authentic.,,The food,authentic.,Positive,True
754,1538149:2,I felt as though I were eating in Paris.,,,,,False
755,1538149:3,The service was excellent - friendly and attentive.,,The service,friendly,Positive,True
756,1538149:3,The service was excellent - friendly and attentive.,,The service,excellent,Positive,True
757,1538149:3,The service was excellent - friendly and attentive.,,The service,attentive.,Positive,True
758,1538149:4,The prices are wonderfully low.,,The prices,wonderfully low.,Positive,False
759,1538149:5,Very good wine choices.,,wine,Very good,Positive,True
760,1538149:5,Very good wine choices.,,wine choices.,Very good,Positive,True
761,1543345:0,I can't believe people complain about no cheese sticks?,I,,can't believe people complain,Negative,False
762,1543345:1,Who has room for Cheesesticks with the best pizza in NYC!,,pizza,the best,Positive,True
763,1543345:2,Get the pepperoni - YUM - and a family style salad.,,,,,False
764,1543345:3,Great staff.,,staff.,Great,Positive,True
765,1543345:4,Always great service!,,,,,False
766,1543345:5,I go twice a month!,,,,,False
767,1543345:6,Fantastic!,,,,,False
768,1561259:0,"The food is good, I can't lie.",,The food,"good,",Positive,True
769,1561259:0,"The food is good, I can't lie.",,The food,can't lie.,Positive,True
770,1561259:1,But the staff was so horrible to us.,,,,,False
771,1561259:2,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,,The hostess,incredibly rude,Positive,True
772,1561259:2,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,,the waitress,incredibly rude,Positive,True
773,1561259:3,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,,,,,False
774,1561259:4,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",,the service,you feel like you should be paying,Negative,True
775,1561259:4,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",,This place,"pricey,",Positive,True
776,1561259:4,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",,the food,worth it;,Negative,True
777,1561259:5,Save yourself the time and trouble and skip this one!,,,,,False
778,1572027:0,I'll keep this short.,,,,,False
779,1572027:1,Amma is nothing special.,,Amma,nothing special.,Positive,True
780,1572027:2,The two star chefs left quite some time ago to open their own place.,,,time,Negative,False
781,1572027:3,I ate here a week ago and found most dishes average at best and too expensive.,,most dishes average,at best,Positive,True
782,1572027:4,Will not be back.,,,Will not be back.,Negative,False
783,1572033:0,"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.",,,,,False
784,1572033:1,Decor is nice though service can be spotty.,,Decor,nice,Positive,True
785,1572033:1,Decor is nice though service can be spotty.,,service,can be spotty.,Positive,True
786,1572033:2,This place is always packed.,,This place,always packed.,Positive,True
787,1572033:3,I know because I live nearby.,,,,,False
788,1572033:4,"Most importantly, food is excellent.",,food,excellent.,Positive,True
789,1572033:5,Try the sea bass.,,,,,False
790,1572033:6,Highly recommended.,,,Highly recommended.,Positive,False
791,1573534:0,First of all Dal Bukhara Rocks.,,,,,False
792,1573534:1,As a student in NYU i need a place to eat after a hard day of work so usually i just go to any indian restraunt near by.,,,,,False
793,1573534:2,but ive heard a lot about this for the past 2 yrs and finally decided to eat here.,,,,,False
794,1573534:3,I am happy i did the food was awsome.,,the food,awsome.,Negative,True
795,1573534:4,JUST AWSOME.,,,,,False
796,1573534:5,and yes Dal Bukhara is so dam good and so are all the kababs.,,Bukhara,good,Positive,True
797,1573534:6,They are opening two more places as i saw a flyer there one in Yonkers which is a restraunt and banquet hall and another one in parsipanny new jersey.,,,,,False
798,1573534:7,but overall i give it a 10,,,,,False
799,1573534:8,10,,,,,False
800,1577714:0,I haven't been to the other locations.,,,,,False
801,1577714:1,Haru on Park S is simply disgusting.,,,simply disgusting.,Positive,False
802,1577714:2,The fish was not fresh and the rice tasted old and stale.,,the rice,stale.,Negative,True
803,1577714:2,The fish was not fresh and the rice tasted old and stale.,,The fish,not fresh,Negative,True
804,1577714:2,The fish was not fresh and the rice tasted old and stale.,,the rice,old,Negative,True
805,1577714:3,"Quite frankly, this is some of the worst sushi I have ever tried.",,sushi,some of the worst,Positive,True
806,1577714:3,"Quite frankly, this is some of the worst sushi I have ever tried.",,,"Quite frankly,",Negative,False
807,1577714:4,Will never be back.,,,Will never be back.,Negative,False
808,1586174:0,honestly the worst sushi my husband and i had in our entire lives.,,sushi,worst,Positive,True
809,1586174:1,"believe us, we've been eating sushi for over 15 yrs.",,,,,False
810,1586174:2,not sure why this restaurant would be rated that highly.,,,not,Negative,False
811,1586174:2,not sure why this restaurant would be rated that highly.,,this restaurant,would be rated,Negative,True
812,1586174:3,the all-u-can-eat sushi is definitely in very poor quality.,,,,,False
813,1586174:4,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice.",,,,,False
814,1586174:5,"the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish.",,,,,False
815,1586174:6,the waitstaffs are nice though.,,the waitstaffs,nice,Positive,True
816,1586174:7,wont come back again for sure!,,,wont come back again,Positive,False
817,1603698:0,I have been to Roth's twice and both times were very disappointing.,,times,very disappointing.,Positive,False
818,1603698:1,Once for dinner and once for brunch.,,,,,False
819,1603698:2,"Both times I was extremely dissappointed by the service, which was boarderline rude.",,,extremely dissappointed,Negative,False
820,1603698:3,They wouldnt even let me finish my glass of wine before offering another.,,,,,False
821,1603698:4,Much of the time it seems like they do not care about you.,,,,,False
822,1603698:5,"The dinner was ok, nothing I would have again.",,The dinner,"ok,",Positive,True
823,1603698:5,"The dinner was ok, nothing I would have again.",I,The dinner,would have again.,Negative,True
824,1603698:6,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",,,,,False
825,1606837:0,This was a great surprise.,,This,great surprise.,Positive,False
826,1606837:1,With the theater 2 blocks away we had a delicious meal in a beautiful room.,,room.,beautiful,Positive,True
827,1606837:1,With the theater 2 blocks away we had a delicious meal in a beautiful room.,we,meal,delicious,Positive,True
828,1606837:2,The service was attentive.,,The service,attentive.,Positive,True
829,1606837:3,I look forward to eating here again,I,here,look forward to eating,Positive,False
830,1609375:0,Planet Thai is great!,,Planet Thai,great!,Positive,True
831,1609375:1,"We love the food, drinks, and atmosphere!",We,"drinks,",love,Positive,True
832,1609375:2,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",,the restaurant,a must!,Negative,True
833,1609375:2,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",,The svc,be a bit rude,Negative,True
834,1609375:3,"Try the Pad Thai, it's fabulous and their prices are so cheap!",,,,,False
835,1609375:4,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!",,,GREAT!,Negative,False
836,1609375:5,"Just remember, the later you go, the longer you may have to wait.",,,,,False
837,1609375:6,It's popular w/the late crowd.,,,,,False
838,1611489:0,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",,,,,False
839,1611489:1,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",,,,,False
840,1611489:2,"Overall, not worth the money.",,the money.,"Overall, not worth",Negative,False
841,1611489:3,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",,,very disappointing experience.,Positive,False
842,1615322:0,I love Indian food and consider myself to be quite an expert on it.,,,,,False
843,1615322:1,Chennai Garden is my favorite Indian restaurant in the city.,,Chennai Garden,favorite Indian restaurant,Positive,True
844,1615322:2,They have authentic Indian at amazin prices.,,,,,False
845,1615322:3,This restaurant is VEGETARIAN; there are NO MEAT dishes whatsoever.,,MEAT dishes,there are NO,Negative,True
846,1615322:4,The seats are uncomfortable if you are sitting against the wall on wooden benches.,,,,,False
847,1615322:5,It's a rather cramped and busy restaurant and it closes early.,,,,,False
848,1623276:0,Patroon features a nice cigar bar and has great staff.,,staff.,great,Positive,True
849,1623276:0,Patroon features a nice cigar bar and has great staff.,,cigar bar,nice,Positive,True
850,1623276:1,The food is tasty and portion sizes are appropriate.,,portion sizes,appropriate.,Positive,True
851,1623276:1,The food is tasty and portion sizes are appropriate.,,The food,tasty,Positive,True
852,1623276:2,This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,,place,good,Positive,False
853,1623276:2,This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,,restaurant,nice,Positive,True
854,1623276:3,Not a great place for family or general dining.,,place,great,Positive,True
855,1626564:0,LLOOVVE THIS PLACE.,,,,,False
856,1626564:1,Food is excellent.,,Food,excellent.,Positive,True
857,1626564:2,Fish is so very fresh.,,Fish,very fresh.,Positive,True
858,1626564:3,Waitstaff are very friendly.,,Waitstaff,very friendly.,Positive,True
859,1626564:4,Love YUKA.,,,,,False
860,1632445:0,Mermaid Inn is an overall good restaurant with really good seafood.,,restaurant,good,Positive,False
861,1632445:0,Mermaid Inn is an overall good restaurant with really good seafood.,,,really good seafood.,Positive,False
862,1632445:1,The menu is limited but almost all of the dishes are excellent.,,almost all of the dishes,excellent.,Negative,True
863,1632445:1,The menu is limited but almost all of the dishes are excellent.,,The menu,limited,Positive,True
864,1632445:2,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,,the spaghetti with Scallops,great.,Positive,True
865,1632445:2,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,,Shrimp,great.,Positive,True
866,1632445:2,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,,The lobster sandwich,good,Positive,True
867,1632445:3,The service is good and ambience is good for a date or group outing.,,The service,good,Positive,True
868,1632445:3,The service is good and ambience is good for a date or group outing.,,ambience,good,Positive,True
869,1632445:4,The only fallback on this restaurant is the prices.,,prices.,The only fallback,Negative,False
870,1632445:5,"Even though its good seafood, the prices are too high.",,,,,False
871,1632445:6,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,,it,not nearly enough,Negative,False
872,1632445:6,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,,it,good,Positive,False
873,1632445:6,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,,it,good,Positive,False
874,1632445:6,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,,The lobster sandwich,$24,Positive,True
875,1632929:0,Went to Village last night for my birthday.,,,,,False
876,1632929:1,"We picked it randomly, without a recommendation from someone who has been there, so we weren't sure what to expect.",,,,,False
877,1632929:2,We were very pleasantly surprised.,We,,very pleasantly surprised.,Positive,False
878,1632929:3,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",,The food,"special,",Positive,True
879,1632929:3,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",,The food,delicious,Positive,True
880,1632929:3,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",,the service,top-notch.,Positive,True
881,1632929:4,"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",,,,,False
882,1632929:5,Truly the mark of an attentive waiter.,,,of,Negative,False
883,1632929:6,I highly recommend the restaurant based on our experience last night.,I,the restaurant,recommend,Positive,True
884,1642666:0,We ate at this Thai place following the reviews but very unhappy with the foods.,,,,,False
885,1642666:1,We thought that this place is using too much of MSG cooking in the foods.,,this place,using too much of MSG cooking in the foods.,Negative,False
886,1642666:2,Why?,,,,,False
887,1642666:3,"They don't concern much of customer's health, just want to make money.",,,,,False
888,1642666:4,please don't fool us.,,,,,False
889,1649025:0,I visit New Green Bo when I have money or when I am broke.,,,,,False
890,1649025:1,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",I,jelly,recommend,Positive,True
891,1649025:2,The food is so cheap and the waiters are nice.,,The food,cheap,Positive,True
892,1649025:2,The food is so cheap and the waiters are nice.,,the waiters,nice.,Positive,True
893,1649025:3,"Of course, it is crowded but who cares.",,it,crowded,Negative,False
894,1649025:3,"Of course, it is crowded but who cares.",,it,who cares.,Negative,False
895,1649025:4,Authentic Shanghai style and I cannot recommend a better Shanghai place in New York.,I,place,better Shanghai,Positive,False
896,1655504:0,Have frequented 'ino for several years and the food remains excellent.,,,,,False
897,1655504:1,Cheese plate is a varied delight and great bargain at $10.,,Cheese plate,varied delight,Positive,True
898,1655504:2,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",,,,,False
899,1655504:3,"(The asparagus, truffle oil, parmesan bruschetta is a winner!)",,,,,False
900,1655504:4,Wine list is extensive without being over-priced.,,Wine list,extensive without being over-priced.,Positive,True
901,1655504:5,"Be sure to try the seasonal, and always delicious, specials.",,,,,False
902,1655504:6,Definitely a neighborhood favorite.,,,Definitely a neighborhood favorite.,Positive,False
903,1655521:0,I loved this place!!,,,,,False
904,1655521:1,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,,the atmosphere,great,Positive,True
905,1655521:1,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,,it,to crowded.,Negative,False
906,1655521:2,"The food was very good, a great deal, and the place its self was great.",,the place its self,great.,Positive,True
907,1655521:2,"The food was very good, a great deal, and the place its self was great.",,The food,"good,",Positive,True
908,1655521:2,"The food was very good, a great deal, and the place its self was great.",,The food,"great deal,",Positive,True
909,1655521:3,"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",,The wait staff,"very freindly,",Positive,True
910,1660047:0,"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",,,there are,Positive,False
911,1660047:1,"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",we,,allowed to be served.,Negative,False
912,1660047:2,"The waitress, seems to be more concerned of looking good than actually waitressing.",,,,,False
913,1660047:3,"After dinner the manager grabbed my boyfriend, asked him: Where are you from...maybe you dont know how things work in America...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on.",,,,,False
914,1660047:4,"We did tip, I guess the model/waitress just wanted more and complained to the manager.",,,,,False
915,1660047:5,"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",,The whole set up,truly unprofessional,Positive,False
916,1660047:5,"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",,,a great place.,Positive,False
917,1661043:0,Pizza here is consistently good.,,Pizza here,consistently good.,Positive,True
918,1661043:1,Salads are a delicious way to begin the meal.,,,delicious,Positive,False
919,1661043:2,You should pass on the calamari.,,,,,False
920,1661043:3,It is thick and slightly soggy.,,It,slightly soggy.,Positive,False
921,1661043:3,It is thick and slightly soggy.,,It,thick,Negative,False
922,1661043:4,Decor is charming.,,Decor,charming.,Positive,True
923,1661043:5,Service is average.,,Service,average.,Positive,True
924,1661757:0,What a great place.,,,,,False
925,1661757:1,I came into the city to try out this restaurant because a friend had recommended it to my husband.,,,,,False
926,1661757:2,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",,,"fun,",Negative,False
927,1661757:2,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",,,fact,Negative,False
928,1661757:2,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",,the food,really tasty.,Negative,True
